SYSTEEM,JAAR_MAAND,PROVINCIENAAM,PLEEGGEMEENTE,PAALGEGEVENS,OMSCHRIJVING_FEITGROEP,INSTROOM,FLEX
WAHV ,2024 01,Drenthe,Assen,3607 Assen vaart zuidzijde thv kazerne,Snelheid,367
WAHV ,2024 04,Gelderland,Zevenaar,3416 Zevenaar ringbaan-noord kruising lentemorgen,Snelheid,125
WAHV ,2024 04,Gelderland,Zevenaar,3416 Zevenaar ringbaan-noord kruising lentemorgen,Verkeerslicht,36
WAHV ,2024 04,Groningen,Groningen,3103 Groningen damsterdiep kruising petrus campersingel,Snelheid,11
WAHV ,2024 04,Groningen,Groningen,3103 Groningen damsterdiep kruising petrus campersingel,Verkeerslicht,37
WAHV ,2024 04,Groningen,Groningen,3104 Groningen europaweg kruising damsterdiep,Snelheid,27
WAHV ,2024 04,Groningen,Groningen,3104 Groningen europaweg kruising damsterdiep,Verkeerslicht,23
WAHV ,2024 04,Groningen,Groningen,3328 Groningen europaweg thv sontplein,Snelheid,3413
WAHV ,2024 04,Groningen,Groningen,3404 Groningen n370 friesestraatweg kruising siersteenlaan,Snelheid,87
WAHV ,2024 04,Groningen,Groningen,3404 Groningen n370 friesestraatweg kruising siersteenlaan,Verkeerslicht,4
WAHV ,2024 04,Groningen,Groningen,3405 Groningen n370 friesestraatweg kruising pleiadenlaan,Snelheid,104
WAHV ,2024 04,Groningen,Groningen,3405 Groningen n370 friesestraatweg kruising pleiadenlaan,Verkeerslicht,4
WAHV ,2024 04,Groningen,Groningen,3756 Groningen rijksstraatweg thv huisnummer 66,Snelheid,719
WAHV ,2024 04,Groningen,Groningen,3801 Groningen emmaviaduct richting julianaplein,Snelheid,645
WAHV ,2024 04,Groningen,Groningen,3802 Groningen emmaviaduct richting centrum,Snelheid,422
WAHV ,2024 04,Groningen,Groningen,3805 Groningen n360 rijksweg thv kruising geweideweg,Snelheid,378
WAHV ,2024 04,Groningen,Groningen,3898 Groningen sontweg kruising europaweg,Snelheid,16
WAHV ,2024 04,Groningen,Groningen,3898 Groningen sontweg kruising europaweg,Verkeerslicht,168
WAHV ,2024 04,Groningen,Het Hogeland,3323 Het Hogeland n361 provincialeweg kruising torenweg richting groningen,Snelheid,27
WAHV ,2024 04,Groningen,Het Hogeland,3323 Het Hogeland n361 provincialeweg kruising torenweg richting groningen,Verkeerslicht,8
WAHV ,2024 04,Groningen,Midden-Groningen,3803 Midden-Groningen n33 rijksweg thv hmp 52.1,Snelheid,665
WAHV ,2024 04,Groningen,Midden-Groningen,3804 Midden-Groningen n33 rijksweg thv kruising n387,Snelheid,507
WAHV ,2024 04,Groningen,Westerkwartier,3402 Westerkwartier n355 groningerstraatweg kruising n388 kievitsweg,Snelheid,10
WAHV ,2024 04,Groningen,Westerkwartier,3402 Westerkwartier n355 groningerstraatweg kruising n388 kievitsweg,Verkeerslicht,7
WAHV ,2024 04,Groningen,Westerkwartier,3403 Westerkwartier n355 groningerstraatweg kruising kievitsweg,Snelheid,5
WAHV ,2024 04,Groningen,Westerkwartier,3403 Westerkwartier n355 groningerstraatweg kruising kievitsweg,Verkeerslicht,8
WAHV ,2024 04,Groningen,Westerkwartier,3757 Westerkwartier auwemalaan thv kruising oldenoert,Snelheid,279
WAHV ,2024 04,Groningen,Westerkwartier,4017 Westerkwartier lindensteinlaan kruising oldenoert,Snelheid,23
WAHV ,2024 04,Groningen,Westerkwartier,4600 Westerkwartier n388 woldweg thv zandumerklap,Snelheid,282,True
WAHV ,2024 04,Limburg,Beek,3873 Beek stationsstraat thv perceel 71,Snelheid,708
WAHV ,2024 04,Limburg,Beekdaelen,3190 Beekdaelen n276 provincialeweg noord kruising provincialeweg thv hmp 9.1,Snelheid,8
WAHV ,2024 04,Limburg,Beekdaelen,3190 Beekdaelen n276 provincialeweg noord kruising provincialeweg thv hmp 9.1,Verkeerslicht,2
WAHV ,2024 04,Limburg,Beekdaelen,3191 Beekdaelen n276 provincialeweg noord kruising provincialeweg thv hmp 9.2,Snelheid,29
WAHV ,2024 04,Limburg,Beekdaelen,3191 Beekdaelen n276 provincialeweg noord kruising provincialeweg thv hmp 9.2,Verkeerslicht,37
WAHV ,2024 04,Limburg,Beekdaelen,3744 Beekdaelen n582 kerkweg thv perceel 71,Snelheid,153
WAHV ,2024 04,Limburg,Bergen (L),3751 Bergen (L) n271 knikkerdorp thv hmp 94.4,Snelheid,619
WAHV ,2024 04,Limburg,Gennep,4001 Gennep n271 rijksweg kruising hoofdstraat,Snelheid,36
WAHV ,2024 04,Limburg,Gennep,4001 Gennep n271 rijksweg kruising hoofdstraat,Verkeerslicht,19
WAHV ,2024 04,Limburg,Gulpen-Wittem,3534 Gulpen-Wittem n278 rijksweg kruising molenweg,Snelheid,155
WAHV ,2024 04,Limburg,Gulpen-Wittem,3534 Gulpen-Wittem n278 rijksweg kruising molenweg,Verkeerslicht,6
WAHV ,2024 04,Limburg,Gulpen-Wittem,3535 Gulpen-Wittem n278 rijksweg kruising partijerweg,Snelheid,6
WAHV ,2024 04,Limburg,Gulpen-Wittem,3535 Gulpen-Wittem n278 rijksweg kruising partijerweg,Verkeerslicht,16
WAHV ,2024 04,Limburg,Gulpen-Wittem,3536 Gulpen-Wittem n278 rijksweg kruising wittemer allee,Snelheid,3
WAHV ,2024 04,Limburg,Gulpen-Wittem,3536 Gulpen-Wittem n278 rijksweg kruising wittemer allee,Verkeerslicht,17
WAHV ,2024 04,Limburg,Heerlen,3537 Heerlen n281 kruising toerit a76 aachen,Snelheid,65
WAHV ,2024 04,Limburg,Heerlen,3537 Heerlen n281 kruising toerit a76 aachen,Verkeerslicht,13
WAHV ,2024 04,Limburg,Heerlen,3540 Heerlen n281 kruising toerit a76 maastricht,Snelheid,289
WAHV ,2024 04,Limburg,Heerlen,3540 Heerlen n281 kruising toerit a76 maastricht,Verkeerslicht,13
WAHV ,2024 04,Limburg,Heerlen,3727 Heerlen molenberglaan thv perceel 96,Snelheid,210
WAHV ,2024 04,Limburg,Heerlen,3738 Heerlen n281 keulseweg thv hmp 25.2,Snelheid,270
WAHV ,2024 04,Limburg,Heerlen,3742 Heerlen n281 provinciale weg thv hmp 28.7,Snelheid,977
WAHV ,2024 04,Limburg,Heerlen,4005 Heerlen heerenweg thv perceel 8,Snelheid,632
WAHV ,2024 04,Limburg,Horst aan de Maas,4006 Horst aan de Maas tienrayseweg thv perceel 18,Snelheid,117
WAHV ,2024 04,Limburg,Kerkrade,3728 Kerkrade drievogelstraat thv perceel 83,Snelheid,150
WAHV ,2024 04,Limburg,Landgraaf,3974 Landgraaf kleikoeleweg thv perceel 76,Snelheid,98,True
WAHV ,2024 04,Limburg,Leudal,3181 Leudal n273 napoleonsweg noord kruising brugstraat,Snelheid,1
WAHV ,2024 04,Limburg,Leudal,3181 Leudal n273 napoleonsweg noord kruising brugstraat,Verkeerslicht,12
WAHV ,2024 04,Limburg,Leudal,3182 Leudal n273 napoleonsweg zuid kruising pater jac. schreursweg,Snelheid,6
WAHV ,2024 04,Limburg,Leudal,3182 Leudal n273 napoleonsweg zuid kruising pater jac. schreursweg,Verkeerslicht,5
WAHV ,2024 04,Limburg,Leudal,3723 Leudal n273 napoleonsweg thv hmp 50.0,Snelheid,306
WAHV ,2024 04,Limburg,Leudal,3724 Leudal n273 napoleonsweg thv hmp 54.3,Snelheid,179
WAHV ,2024 04,Limburg,Leudal,3735 Leudal n280 rijksweg thv hmp 8.7,Snelheid,1207
WAHV ,2024 04,Limburg,Maasgouw,3989 Maasgouw n273 thv hmp 45.7,Snelheid,15,True
WAHV ,2024 04,Limburg,Maastricht,3186 Maastricht n278 akersteenweg thv lichtmast 588,Snelheid,268
WAHV ,2024 04,Limburg,Maastricht,3186 Maastricht n278 akersteenweg thv lichtmast 588,Verkeerslicht,8
WAHV ,2024 04,Limburg,Maastricht,3187 Maastricht n278 akersteenweg kruising burg. kessensingel richting centrum,Snelheid,144
WAHV ,2024 04,Limburg,Maastricht,3187 Maastricht n278 akersteenweg kruising burg. kessensingel richting centrum,Verkeerslicht,104
WAHV ,2024 04,Limburg,Maastricht,3533 Maastricht via regia kruising dokter bakstraat,Snelheid,26
WAHV ,2024 04,Limburg,Maastricht,3533 Maastricht via regia kruising dokter bakstraat,Verkeerslicht,25
WAHV ,2024 04,Limburg,Maastricht,3730 Maastricht meerssenerweg thv perceel 78,Snelheid,794
WAHV ,2024 04,Limburg,Maastricht,3879 Maastricht brusselseweg thv perceel 641,Snelheid,185
WAHV ,2024 04,Limburg,Nederweert,3731 Nederweert n275 venloseweg thv hmp 25.2,Snelheid,1
WAHV ,2024 04,Limburg,Nederweert,3872 Nederweert n275 venloseweg thv perceel 18,Snelheid,330
WAHV ,2024 04,Limburg,Peel en Maas,3178 Peel en Maas n273 rijksweg kruising lanterdweg,Snelheid,5
WAHV ,2024 04,Limburg,Peel en Maas,3178 Peel en Maas n273 rijksweg kruising lanterdweg,Verkeerslicht,3
WAHV ,2024 04,Limburg,Peel en Maas,3179 Peel en Maas n273 rijksweg kruising maasstraat,Snelheid,2
WAHV ,2024 04,Limburg,Peel en Maas,3179 Peel en Maas n273 rijksweg kruising maasstraat,Verkeerslicht,5
WAHV ,2024 04,Limburg,Peel en Maas,3721 Peel en Maas n273 napoleonsbaan zuid thv hmp 64.5,Snelheid,208
WAHV ,2024 04,Limburg,Roermond,3524 Roermond n271 rijksweg noord kruising molenweg,Snelheid,19
WAHV ,2024 04,Limburg,Roermond,3524 Roermond n271 rijksweg noord kruising molenweg,Verkeerslicht,12
WAHV ,2024 04,Limburg,Roermond,3525 Roermond n271 rijksweg noord kruising hollestraat,Snelheid,43
WAHV ,2024 04,Limburg,Roermond,3525 Roermond n271 rijksweg noord kruising hollestraat,Verkeerslicht,4
WAHV ,2024 04,Limburg,Sittard-Geleen,3022 Sittard-Geleen doctor nolenslaan thv perceel 115,Snelheid,692
WAHV ,2024 04,Limburg,Sittard-Geleen,3023 Sittard-Geleen leyenbroekerweg thv perceel 108,Snelheid,371
WAHV ,2024 04,Limburg,Sittard-Geleen,3189 Sittard-Geleen doctor nolenslaan kruising nusterweg,Snelheid,343
WAHV ,2024 04,Limburg,Sittard-Geleen,3189 Sittard-Geleen doctor nolenslaan kruising nusterweg,Verkeerslicht,7
WAHV ,2024 04,Limburg,Sittard-Geleen,3192 Sittard-Geleen n294 urmonderbaan kruising mauritsweg richting sittard,Snelheid,17
WAHV ,2024 04,Limburg,Sittard-Geleen,3192 Sittard-Geleen n294 urmonderbaan kruising mauritsweg richting sittard,Verkeerslicht,10
WAHV ,2024 04,Limburg,Sittard-Geleen,3193 Sittard-Geleen n294 urmonderbaan kruising mauritsweg richting urmond,Snelheid,12
WAHV ,2024 04,Limburg,Sittard-Geleen,3193 Sittard-Geleen n294 urmonderbaan kruising mauritsweg richting urmond,Verkeerslicht,6
WAHV ,2024 04,Limburg,Sittard-Geleen,3538 Sittard-Geleen n294 urmonderbaan kruising veldweg,Snelheid,110
WAHV ,2024 04,Limburg,Sittard-Geleen,3538 Sittard-Geleen n294 urmonderbaan kruising veldweg,Verkeerslicht,8
WAHV ,2024 04,Limburg,Sittard-Geleen,3539 Sittard-Geleen n294 urmonderbaan kruising burgemeester lemmenstraat,Snelheid,76
WAHV ,2024 04,Limburg,Sittard-Geleen,3539 Sittard-Geleen n294 urmonderbaan kruising burgemeester lemmenstraat,Verkeerslicht,29
WAHV ,2024 04,Limburg,Sittard-Geleen,3726 Sittard-Geleen frans erenslaan thv perceel 19,Snelheid,535
WAHV ,2024 04,Limburg,Stein,4620 Stein steinderweg thv huisnummer 35,Snelheid,223,True
WAHV ,2024 04,Limburg,Venlo,3042 Venlo klagenfurtlaan thv lichtmast 2241,Snelheid,795
WAHV ,2024 04,Limburg,Venlo,3176 Venlo n556 eindhovenseweg kruising groot bollerweg richting venlo,Snelheid,32
WAHV ,2024 04,Limburg,Venlo,3176 Venlo n556 eindhovenseweg kruising groot bollerweg richting venlo,Verkeerslicht,7
WAHV ,2024 04,Limburg,Venlo,3177 Venlo n556 eindhovenseweg kruising groot bollerweg richting a73,Snelheid,39
WAHV ,2024 04,Limburg,Venlo,3177 Venlo n556 eindhovenseweg kruising groot bollerweg richting a73,Verkeerslicht,16
WAHV ,2024 04,Limburg,Venlo,3526 Venlo n271 provincialeweg kruising kaldenkerkerweg richting roermond,Snelheid,74
WAHV ,2024 04,Limburg,Venlo,3526 Venlo n271 provincialeweg kruising kaldenkerkerweg richting roermond,Verkeerslicht,21
WAHV ,2024 04,Limburg,Venlo,3527 Venlo  weselseweg kruising schoolweg,Snelheid,2
WAHV ,2024 04,Limburg,Venlo,3527 Venlo weselseweg kruising schoolweg,Snelheid,443
WAHV ,2024 04,Limburg,Venlo,3527 Venlo weselseweg kruising schoolweg,Verkeerslicht,17
WAHV ,2024 04,Limburg,Venlo,3528 Venlo n271 provincialeweg kruising kaldenkerkerweg richting venlo,Snelheid,26
WAHV ,2024 04,Limburg,Venlo,3528 Venlo n271 provincialeweg kruising kaldenkerkerweg richting venlo,Verkeerslicht,9
WAHV ,2024 04,Limburg,Venlo,3529 Venlo weselseweg kruising toerit a67 eindhoven,Snelheid,3
WAHV ,2024 04,Limburg,Venlo,3529 Venlo weselseweg kruising toerit a67 eindhoven,Verkeerslicht,57
WAHV ,2024 04,Limburg,Venlo,3530 Venlo weselseweg kruising toerit a67 duisburg,Snelheid,18
WAHV ,2024 04,Limburg,Venlo,3530 Venlo weselseweg kruising toerit a67 duisburg,Verkeerslicht,14
WAHV ,2024 04,Limburg,Venlo,3531 Venlo  weselseweg kruising nieuw goltenweg,Snelheid,7
WAHV ,2024 04,Limburg,Venlo,3531 Venlo weselseweg kruising nieuw goltenweg,Snelheid,1208
WAHV ,2024 04,Limburg,Venlo,3531 Venlo weselseweg kruising nieuw goltenweg,Verkeerslicht,21
WAHV ,2024 04,Limburg,Venlo,3722 Venlo n273 napoleonsbaan noord thv hmp 69.6,Snelheid,280
WAHV ,2024 04,Limburg,Weert,3007 Weert n292 maaseikerweg thv hmp 4.5,Snelheid,109
WAHV ,2024 04,Limburg,Weert,3883 Weert n280 roermondseweg thv hmp 1.7,Snelheid,142
WAHV ,2024 04,Limburg,Weert,3910 Weert ringbaan-noord kruising laarderweg richting ring noord,Snelheid,250
WAHV ,2024 04,Limburg,Weert,3910 Weert ringbaan-noord kruising laarderweg richting ring noord,Verkeerslicht,35
WAHV ,2024 04,Limburg,Weert,3911 Weert ringbaan-noord kruising laarderweg richting ring oost,Snelheid,178
WAHV ,2024 04,Limburg,Weert,3911 Weert ringbaan-noord kruising laarderweg richting ring oost,Verkeerslicht,15
WAHV ,2024 04,Limburg,Weert,4002 Weert n292 frans strouxstraat thv perceel 69,Snelheid,460
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3128 's-Hertogenbosch vlijmenseweg kruising oude vlijmenseweg,Snelheid,135
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3128 's-Hertogenbosch vlijmenseweg kruising oude vlijmenseweg,Verkeerslicht,19
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3129 's-Hertogenbosch vlijmenseweg kruising deutersestraat,Snelheid,86
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3129 's-Hertogenbosch vlijmenseweg kruising deutersestraat,Verkeerslicht,25
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3132 's-Hertogenbosch graafseweg kruising grobbendoncklaan,Verkeerslicht,34
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3500 's-Hertogenbosch orthenseweg kruising citadellaan,Snelheid,87
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,3500 's-Hertogenbosch orthenseweg kruising citadellaan,Verkeerslicht,14
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,4302 's-Hertogenbosch rompertsebaan thv lichtmast 17,Snelheid,33,True
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6324 's-Hertogenbosch bruistensingel kruising de harendonkweg,Snelheid,129
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6324 's-Hertogenbosch bruistensingel kruising de harendonkweg,Verkeerslicht,19
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6325 's-Hertogenbosch bruistensingel kruising balkweg,Snelheid,180
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6326 's-Hertogenbosch bruistensingel kruising zevenhontseweg ri bazeldonk,Snelheid,230
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6327 's-Hertogenbosch bruistensingel kruising zevenhontseweg ri rosmalen,Snelheid,607
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6328 's-Hertogenbosch bruistensingel kruising hervensebaan,Snelheid,95
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6328 's-Hertogenbosch bruistensingel kruising hervensebaan,Verkeerslicht,4
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6329 's-Hertogenbosch van grobbendoncklaan kruising graafseweg,Snelheid,32
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6329 's-Hertogenbosch van grobbendoncklaan kruising graafseweg,Verkeerslicht,12
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6331 's-Hertogenbosch hambakenweg kruising orthen,Snelheid,290
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6331 's-Hertogenbosch hambakenweg kruising orthen,Verkeerslicht,7
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6332 's-Hertogenbosch orthen kruising het wielsem,Snelheid,226
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6332 's-Hertogenbosch orthen kruising het wielsem,Verkeerslicht,2
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6333 's-Hertogenbosch orthenseweg kruising vogelstraat,Snelheid,216
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6333 's-Hertogenbosch orthenseweg kruising vogelstraat,Verkeerslicht,10
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6334 's-Hertogenbosch zandzuigerstraat kruising nelson mandelalaan,Snelheid,261
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6334 's-Hertogenbosch zandzuigerstraat kruising nelson mandelalaan,Verkeerslicht,31
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6335 's-Hertogenbosch zandzuigerstraat kruising ertveldweg,Snelheid,308
WAHV ,2024 04,Noord-Brabant,'s-Hertogenbosch,6335 's-Hertogenbosch zandzuigerstraat kruising ertveldweg,Verkeerslicht,9
WAHV ,2024 04,Noord-Brabant,Bladel,4625 Bladel n284 rondweg thv huisnummer 12,Snelheid,781,True
WAHV ,2024 04,Noord-Brabant,Boxtel,3709 Boxtel bosscheweg thv perceel 74,Snelheid,74
WAHV ,2024 04,Noord-Brabant,Boxtel,6301 Boxtel eindhovenseweg thv perceel 28,Snelheid,510
WAHV ,2024 04,Noord-Brabant,Breda,3082 Breda crogtdijk kruising terheijdenseweg,Snelheid,111
WAHV ,2024 04,Noord-Brabant,Breda,3082 Breda crogtdijk kruising terheijdenseweg,Verkeerslicht,27
WAHV ,2024 04,Noord-Brabant,Breda,3330 Breda westerparklaan kruising heilaarpark,Snelheid,282
WAHV ,2024 04,Noord-Brabant,Breda,3330 Breda westerparklaan kruising heilaarpark,Verkeerslicht,26
WAHV ,2024 04,Noord-Brabant,Breda,3331 Breda westerparklaan kruising weerschijnvlinder,Snelheid,242
WAHV ,2024 04,Noord-Brabant,Breda,3331 Breda westerparklaan kruising weerschijnvlinder,Verkeerslicht,17
WAHV ,2024 04,Noord-Brabant,Breda,3891 Breda backer en ruebweg kruising emerparklaan richting a16,Snelheid,141
WAHV ,2024 04,Noord-Brabant,Breda,3891 Breda backer en ruebweg kruising emerparklaan richting a16,Verkeerslicht,21
WAHV ,2024 04,Noord-Brabant,Breda,3892 Breda backer en ruebweg kruising westerparkln ri hoge vucht,Snelheid,75
WAHV ,2024 04,Noord-Brabant,Breda,3892 Breda backer en ruebweg kruising westerparkln ri hoge vucht,Verkeerslicht,26
WAHV ,2024 04,Noord-Brabant,Breda,4314 Breda tramsingel thv huisnummer 27,Snelheid,359,True
WAHV ,2024 04,Noord-Brabant,Drimmelen,4638 Drimmelen crullaan thv patrijsflat,Snelheid,1045,True
WAHV ,2024 04,Noord-Brabant,Eindhoven,3147 Eindhoven boschdijk kruising pieter zeemanstraat,Snelheid,34
WAHV ,2024 04,Noord-Brabant,Eindhoven,3147 Eindhoven boschdijk kruising pieter zeemanstraat,Verkeerslicht,42
WAHV ,2024 04,Noord-Brabant,Eindhoven,3151 Eindhoven boutenslaan kruising hoogstraat,Snelheid,18
WAHV ,2024 04,Noord-Brabant,Eindhoven,3151 Eindhoven boutenslaan kruising hoogstraat,Verkeerslicht,17
WAHV ,2024 04,Noord-Brabant,Eindhoven,3154 Eindhoven anthony fokkerweg kruising achtseweg zuid,Snelheid,17
WAHV ,2024 04,Noord-Brabant,Eindhoven,3154 Eindhoven anthony fokkerweg kruising achtseweg zuid,Verkeerslicht,1
WAHV ,2024 04,Noord-Brabant,Eindhoven,3511 Eindhoven botenlaan kruising strijpsestraat,Snelheid,10
WAHV ,2024 04,Noord-Brabant,Eindhoven,3511 Eindhoven botenlaan kruising strijpsestraat,Verkeerslicht,9
WAHV ,2024 04,Noord-Brabant,Eindhoven,4606 Eindhoven geldropseweg thv lichtmast 262,Snelheid,28,True
WAHV ,2024 04,Noord-Brabant,Eindhoven,6302 Eindhoven boschdijk kruising spaaihoefweg,Snelheid,122
WAHV ,2024 04,Noord-Brabant,Eindhoven,6302 Eindhoven boschdijk kruising spaaihoefweg,Verkeerslicht,19
WAHV ,2024 04,Noord-Brabant,Eindhoven,6303 Eindhoven boschdijk kruising 2e lieven de keylaan,Snelheid,371
WAHV ,2024 04,Noord-Brabant,Eindhoven,6303 Eindhoven boschdijk kruising 2e lieven de keylaan,Verkeerslicht,8
WAHV ,2024 04,Noord-Brabant,Eindhoven,6304 Eindhoven boschdijk kruising marconilaan,Snelheid,6
WAHV ,2024 04,Noord-Brabant,Eindhoven,6304 Eindhoven boschdijk kruising marconilaan,Verkeerslicht,57
WAHV ,2024 04,Noord-Brabant,Eindhoven,6305 Eindhoven anthony fokkerweg kruising cor gehrelslaan,Snelheid,14
WAHV ,2024 04,Noord-Brabant,Eindhoven,6305 Eindhoven anthony fokkerweg kruising cor gehrelslaan,Verkeerslicht,2
WAHV ,2024 04,Noord-Brabant,Eindhoven,6306 Eindhoven karel de grotelaan kruising grieglaan,Snelheid,411
WAHV ,2024 04,Noord-Brabant,Eindhoven,6306 Eindhoven karel de grotelaan kruising grieglaan,Verkeerslicht,20
WAHV ,2024 04,Noord-Brabant,Eindhoven,6307 Eindhoven hondsruglaan kruising rode kruislaan,Snelheid,78
WAHV ,2024 04,Noord-Brabant,Eindhoven,6307 Eindhoven hondsruglaan kruising rode kruislaan,Verkeerslicht,11
WAHV ,2024 04,Noord-Brabant,Eindhoven,6308 Eindhoven huizingalaan kruising fakkellaan,Snelheid,83
WAHV ,2024 04,Noord-Brabant,Eindhoven,6308 Eindhoven huizingalaan kruising fakkellaan,Verkeerslicht,17
WAHV ,2024 04,Noord-Brabant,Eindhoven,6310 Eindhoven onze lieve vrouwestraat kruising john f. kennedylaan,Snelheid,10
WAHV ,2024 04,Noord-Brabant,Eindhoven,6310 Eindhoven onze lieve vrouwestraat kruising john f. kennedylaan,Verkeerslicht,2
WAHV ,2024 04,Noord-Brabant,Eindhoven,6311 Eindhoven professor holstlaan kruising antoon coolenlaan,Snelheid,191
WAHV ,2024 04,Noord-Brabant,Eindhoven,6311 Eindhoven professor holstlaan kruising antoon coolenlaan,Verkeerslicht,1
WAHV ,2024 04,Noord-Brabant,Eindhoven,6312 Eindhoven limburglaan kruising beemdstraat,Snelheid,59
WAHV ,2024 04,Noord-Brabant,Eindhoven,6312 Eindhoven limburglaan kruising beemdstraat,Verkeerslicht,16
WAHV ,2024 04,Noord-Brabant,Eindhoven,6313 Eindhoven boutenslaan kruising aalsterweg,Snelheid,23
WAHV ,2024 04,Noord-Brabant,Eindhoven,6313 Eindhoven boutenslaan kruising aalsterweg,Verkeerslicht,32
WAHV ,2024 04,Noord-Brabant,Eindhoven,6314 Eindhoven leenderweg kruising piuslaan,Snelheid,7
WAHV ,2024 04,Noord-Brabant,Eindhoven,6314 Eindhoven leenderweg kruising piuslaan,Verkeerslicht,112
WAHV ,2024 04,Noord-Brabant,Eindhoven,6315 Eindhoven piuslaan kruising leenderweg,Snelheid,36
WAHV ,2024 04,Noord-Brabant,Eindhoven,6315 Eindhoven piuslaan kruising leenderweg,Verkeerslicht,19
WAHV ,2024 04,Noord-Brabant,Eindhoven,6316 Eindhoven hugo van der goeslaan kruising geldropseweg,Snelheid,68
WAHV ,2024 04,Noord-Brabant,Eindhoven,6316 Eindhoven hugo van der goeslaan kruising geldropseweg,Verkeerslicht,38
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6317 Geldrop-Mierlo gijzenrooiseweg kruising rielsedijk,Snelheid,113
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6317 Geldrop-Mierlo gijzenrooiseweg kruising rielsedijk,Verkeerslicht,3
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6318 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting coevering,Snelheid,23
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6318 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting coevering,Verkeerslicht,4
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6319 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting zesgehuchten,Snelheid,197
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6319 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting zesgehuchten,Verkeerslicht,7
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6349 Geldrop-Mierlo mierloseweg kruising dwarsstraat,Snelheid,91
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6349 Geldrop-Mierlo mierloseweg kruising dwarsstraat,Verkeerslicht,14
WAHV ,2024 04,Noord-Brabant,Geldrop-Mierlo,6350 Geldrop-Mierlo mierloseweg kruising spoelstraat,Snelheid,149
WAHV ,2024 04,Noord-Brabant,Gemert-Bakel,6344 Gemert-Bakel n272 elsendorpseweg thv hmp 9.6,Snelheid,766
WAHV ,2024 04,Noord-Brabant,Gemert-Bakel,6345 Gemert-Bakel n272 elsendorpseweg thv hmp 12.2,Snelheid,370
WAHV ,2024 04,Noord-Brabant,Gemert-Bakel,6346 Gemert-Bakel n607 bakelsebrug thv hmp 2.0,Snelheid,180
WAHV ,2024 04,Noord-Brabant,Helmond,3159 Helmond kanaaldijk noord-west kruising oostende,Snelheid,11
WAHV ,2024 04,Noord-Brabant,Helmond,3159 Helmond kanaaldijk noord-west kruising oostende,Verkeerslicht,19
WAHV ,2024 04,Noord-Brabant,Helmond,3169 Helmond n270 deurneseweg kruising deltaweg,Snelheid,120
WAHV ,2024 04,Noord-Brabant,Helmond,3169 Helmond n270 deurneseweg kruising deltaweg,Verkeerslicht,10
WAHV ,2024 04,Noord-Brabant,Helmond,3170 Helmond n270 deurneseweg kruising weg door de rijpel,Snelheid,68
WAHV ,2024 04,Noord-Brabant,Helmond,3170 Helmond n270 deurneseweg kruising weg door de rijpel,Verkeerslicht,4
WAHV ,2024 04,Noord-Brabant,Helmond,6320 Helmond jan van brabantlaan kruising wesselmanlaan,Snelheid,23
WAHV ,2024 04,Noord-Brabant,Helmond,6320 Helmond jan van brabantlaan kruising wesselmanlaan,Verkeerslicht,24
